owner,name,full_name,html_url,language,stars,forks,open_issues,size_kb,has_wiki,has_pages,has_readme,has_docker,has_cicd,has_tests,repo_age_days,days_since_last_update,quality_label,quality_score,improvement_suggestions
bitwarden,ai-plugins,bitwarden/ai-plugins,https://github.com/bitwarden/ai-plugins,TypeScript,129,14,18,1957,0,0,1,0,1,0,274,0,Beginner,47,"Add unit/integration tests, Add Docker support"
OpenRailAssociation,osrd,OpenRailAssociation/osrd,https://github.com/OpenRailAssociation/osrd,TypeScript,645,79,867,98928,1,0,1,1,1,1,2528,0,Production Ready,83,Great job! Keep it up.
leontloveless,ai-rss-feeds,leontloveless/ai-rss-feeds,https://github.com/leontloveless/ai-rss-feeds,TypeScript,42,4,7,20438,1,0,1,0,1,0,130,0,Beginner,40,"Add unit/integration tests, Add Docker support"
SonarSource,SonarJS,SonarSource/SonarJS,https://github.com/SonarSource/SonarJS,TypeScript,1252,193,20,69871,0,1,1,1,1,0,5182,0,Production Ready,73,Add unit/integration tests
unadlib,fronts,unadlib/fronts,https://github.com/unadlib/fronts,TypeScript,487,43,121,9245,1,1,1,0,1,1,2580,0,Intermediate,70,Add Docker support
langfuse,langfuse,langfuse/langfuse,https://github.com/langfuse/langfuse,TypeScript,31730,3363,721,102663,0,0,1,1,1,0,1161,0,Production Ready,92,Add unit/integration tests
VenusProtocol,venus-protocol-interface,VenusProtocol/venus-protocol-interface,https://github.com/VenusProtocol/venus-protocol-interface,TypeScript,63,88,14,78399,1,0,1,1,1,0,1890,0,Intermediate,62,Add unit/integration tests
firecrawl,firecrawl,firecrawl/firecrawl,https://github.com/firecrawl/firecrawl,TypeScript,154904,8820,444,96496,0,0,1,1,1,0,828,0,Production Ready,99,Add unit/integration tests
bruin-data,bruin-vscode,bruin-data/bruin-vscode,https://github.com/bruin-data/bruin-vscode,TypeScript,19,4,1,14161,1,0,1,0,1,0,998,0,Beginner,38,"Add unit/integration tests, Add Docker support"
webbertakken,takken.io,webbertakken/takken.io,https://github.com/webbertakken/takken.io,TypeScript,16,10,5,109659,0,0,1,0,1,1,1951,0,Intermediate,56,Add Docker support
iorate,ublacklist,iorate/ublacklist,https://github.com/iorate/ublacklist,TypeScript,6596,351,2,21470,0,1,1,0,1,0,2949,0,Production Ready,69,"Add unit/integration tests, Add Docker support"
lingdojo,kana-dojo,lingdojo/kana-dojo,https://github.com/lingdojo/kana-dojo,TypeScript,3029,2819,362,134591,1,0,1,1,1,1,423,0,Production Ready,100,Great job! Keep it up.
coveo,plasma,coveo/plasma,https://github.com/coveo/plasma,TypeScript,72,18,16,73951,0,1,1,0,1,0,3598,0,Beginner,47,"Add unit/integration tests, Add Docker support"
grafana,grafana,grafana/grafana,https://github.com/grafana/grafana,TypeScript,75736,14331,3433,1854786,0,1,1,1,1,1,4606,0,Production Ready,100,Great job! Keep it up.
livekit,client-sdk-react-native,livekit/client-sdk-react-native,https://github.com/livekit/client-sdk-react-native,TypeScript,281,68,37,9142,1,0,1,0,1,0,1600,1,Beginner,55,"Add unit/integration tests, Add Docker support"
eigen-is,eigen,eigen-is/eigen,https://github.com/eigen-is/eigen,TypeScript,12,1,0,56363,0,0,1,1,1,0,503,0,Intermediate,44,Add unit/integration tests
ReinhardtR,runeprofile,ReinhardtR/runeprofile,https://github.com/ReinhardtR/runeprofile,TypeScript,29,8,2,59068,1,0,1,0,1,0,1482,0,Beginner,42,"Add unit/integration tests, Add Docker support"
openwong2kim,wmux,openwong2kim/wmux,https://github.com/openwong2kim/wmux,TypeScript,269,49,10,16315,0,0,1,0,1,1,125,0,Intermediate,69,Add Docker support
exisz,IsItStable,exisz/IsItStable,https://github.com/exisz/IsItStable,TypeScript,29,1,71,4433,1,0,1,0,1,0,86,0,Beginner,36,"Add unit/integration tests, Add Docker support"
stella,folio,stella/folio,https://github.com/stella/folio,TypeScript,12,6,2,9613,0,0,1,0,1,1,23,0,Intermediate,53,Add Docker support
RatLoopz,sahidawa-india,RatLoopz/sahidawa-india,https://github.com/RatLoopz/sahidawa-india,TypeScript,73,323,25,47258,1,0,1,1,1,0,106,0,Intermediate,67,Add unit/integration tests
0xkillaflow,agama-redmine-mcp,0xkillaflow/agama-redmine-mcp,https://github.com/0xkillaflow/agama-redmine-mcp,TypeScript,16,0,6,579,1,0,1,1,1,1,2,0,Intermediate,57,Great job! Keep it up.
codebuilder0101,pro-saas-generator,codebuilder0101/pro-saas-generator,https://github.com/codebuilder0101/pro-saas-generator,TypeScript,11,0,0,1383,1,0,1,0,1,0,148,0,Beginner,31,"Add unit/integration tests, Add Docker support"
yasserstudio,gpc,yasserstudio/gpc,https://github.com/yasserstudio/gpc,TypeScript,58,4,5,13096,0,1,1,0,1,0,138,0,Beginner,41,"Add unit/integration tests, Add Docker support"
Joel-Mercier,wavio,Joel-Mercier/wavio,https://github.com/Joel-Mercier/wavio,TypeScript,85,7,8,115185,1,0,1,0,1,0,498,0,Beginner,44,"Add unit/integration tests, Add Docker support"
use-brian,use-brian,use-brian/use-brian,https://github.com/use-brian/use-brian,TypeScript,22,0,1,12964,0,0,1,0,1,0,35,0,Beginner,33,"Add unit/integration tests, Add Docker support"
Moggle-Khraum,NovelDR,Moggle-Khraum/NovelDR,https://github.com/Moggle-Khraum/NovelDR,TypeScript,17,1,0,4015,0,0,1,0,1,0,121,0,Beginner,35,"Add unit/integration tests, Add Docker support"
andymai,brepjs,andymai/brepjs,https://github.com/andymai/brepjs,TypeScript,72,7,0,56988,0,1,1,0,1,1,171,0,Intermediate,59,Add Docker support
Shudesu,ig-harness-oss,Shudesu/ig-harness-oss,https://github.com/Shudesu/ig-harness-oss,TypeScript,48,17,1,2283,1,1,1,0,0,0,106,0,Beginner,30,"Add unit/integration tests, Set up CI/CD workflows, Add Docker support"
bitwarden,clients,bitwarden/clients,https://github.com/bitwarden/clients,TypeScript,13367,1929,1166,1297691,0,0,1,0,1,1,3787,0,Production Ready,92,Add Docker support
lorenzopalaia,HackTrack-EU,lorenzopalaia/HackTrack-EU,https://github.com/lorenzopalaia/HackTrack-EU,TypeScript,225,5,7,1706,1,0,1,0,1,0,666,0,Beginner,46,"Add unit/integration tests, Add Docker support"
ffflorian,node-packages,ffflorian/node-packages,https://github.com/ffflorian/node-packages,TypeScript,17,7,4,20398,0,0,1,0,1,0,1268,0,Beginner,40,"Add unit/integration tests, Add Docker support"
joecarl,mularr,joecarl/mularr,https://github.com/joecarl/mularr,TypeScript,122,5,9,968,1,0,1,1,1,0,174,0,Intermediate,54,Add unit/integration tests
software-mansion,react-native-gesture-handler,software-mansion/react-native-gesture-handler,https://github.com/software-mansion/react-native-gesture-handler,TypeScript,6766,1063,29,226380,0,1,1,0,1,0,3556,0,Production Ready,73,"Add unit/integration tests, Add Docker support"
colibri-social,colibri.social,colibri-social/colibri.social,https://github.com/colibri-social/colibri.social,TypeScript,85,6,8,16849,0,0,1,1,1,0,157,0,Intermediate,54,Add unit/integration tests
TheRealSirHaXalot,AntiHunter-Command-Control-PRO,TheRealSirHaXalot/AntiHunter-Command-Control-PRO,https://github.com/TheRealSirHaXalot/AntiHunter-Command-Control-PRO,TypeScript,143,24,0,42734,0,0,1,1,1,0,267,0,Intermediate,60,Add unit/integration tests
LifeSG,web-frontend-engine,LifeSG/web-frontend-engine,https://github.com/LifeSG/web-frontend-engine,TypeScript,13,10,16,121062,1,0,1,0,1,0,1414,0,Beginner,40,"Add unit/integration tests, Add Docker support"
databricks,databricks-vscode,databricks/databricks-vscode,https://github.com/databricks/databricks-vscode,TypeScript,181,39,96,38204,1,0,1,0,1,0,1497,0,Beginner,52,"Add unit/integration tests, Add Docker support"
cabloy,cabloy,cabloy/cabloy,https://github.com/cabloy/cabloy,TypeScript,968,130,0,284136,1,1,1,0,1,0,3112,0,Beginner,61,"Add unit/integration tests, Add Docker support"
fictjs,fict,fictjs/fict,https://github.com/fictjs/fict,TypeScript,62,2,7,14741,0,0,1,0,1,1,236,0,Intermediate,55,Add Docker support
diegosouzapw,OmniRoute,diegosouzapw/OmniRoute,https://github.com/diegosouzapw/OmniRoute,TypeScript,26531,3478,187,308980,1,1,1,1,1,1,160,0,Production Ready,100,Great job! Keep it up.
maka-agent,maka-agent,maka-agent/maka-agent,https://github.com/maka-agent/maka-agent,TypeScript,871,103,115,39141,0,0,1,0,1,0,56,0,Beginner,59,"Add unit/integration tests, Add Docker support"
gvray,gvray-admin,gvray/gvray-admin,https://github.com/gvray/gvray-admin,TypeScript,11,2,1,1012,1,0,1,1,0,1,417,0,Intermediate,45,Set up CI/CD workflows
elastic,kibana,elastic/kibana,https://github.com/elastic/kibana,TypeScript,21206,8603,14593,16365834,0,0,1,0,1,0,4926,0,Production Ready,84,"Add unit/integration tests, Add Docker support"
ScottKirvan,BojuBot,ScottKirvan/BojuBot,https://github.com/ScottKirvan/BojuBot,TypeScript,26,6,41,3075,0,1,1,0,1,1,143,0,Intermediate,55,Add Docker support
openclaw,openclaw,openclaw/openclaw,https://github.com/openclaw/openclaw,TypeScript,383907,80650,6940,2115199,0,0,1,1,1,1,241,0,Production Ready,100,Great job! Keep it up.
tloncorp,tlon-apps,tloncorp/tlon-apps,https://github.com/tloncorp/tlon-apps,TypeScript,106,50,124,119226,0,0,1,0,1,0,1570,0,Beginner,51,"Add unit/integration tests, Add Docker support"
software-mansion,react-native-screens,software-mansion/react-native-screens,https://github.com/software-mansion/react-native-screens,TypeScript,3701,676,265,104537,1,1,1,0,1,1,2911,0,Production Ready,85,Add Docker support
supasheet,supasheet,supasheet/supasheet,https://github.com/supasheet/supasheet,TypeScript,19,5,0,14869,1,1,1,0,0,0,388,0,Beginner,24,"Add unit/integration tests, Set up CI/CD workflows, Add Docker support"
backstage,backstage,backstage/backstage,https://github.com/backstage/backstage,TypeScript,33936,7502,439,6086048,0,1,1,0,1,0,2371,0,Production Ready,85,"Add unit/integration tests, Add Docker support"
Synergy-Shock,country-codes-list,Synergy-Shock/country-codes-list,https://github.com/Synergy-Shock/country-codes-list,TypeScript,114,53,6,335,1,0,1,0,1,1,2540,0,Intermediate,67,Add Docker support
balcsida,pi-provider-litellm,balcsida/pi-provider-litellm,https://github.com/balcsida/pi-provider-litellm,TypeScript,19,17,1,662,0,0,1,0,1,1,86,0,Intermediate,58,Add Docker support
zirkelc,ai-retry,zirkelc/ai-retry,https://github.com/zirkelc/ai-retry,TypeScript,106,6,3,2100,1,0,1,0,1,1,315,0,Intermediate,59,Add Docker support
webdriverio,webdriverio,webdriverio/webdriverio,https://github.com/webdriverio/webdriverio,TypeScript,9805,2667,347,380467,0,0,1,0,1,1,5440,0,Production Ready,93,Add Docker support
chenzhen7,akari,chenzhen7/akari,https://github.com/chenzhen7/akari,TypeScript,81,1,0,1539,0,0,1,0,1,1,63,0,Intermediate,54,Add Docker support
zernio-dev,zernflow,zernio-dev/zernflow,https://github.com/zernio-dev/zernflow,TypeScript,97,39,0,753,1,0,1,0,0,1,161,0,Beginner,50,"Set up CI/CD workflows, Add Docker support"
tscircuit,core,tscircuit/core,https://github.com/tscircuit/core,TypeScript,53,152,34,76719,0,0,1,0,1,1,749,0,Intermediate,68,Add Docker support
sanity-io,sanity,sanity-io/sanity,https://github.com/sanity-io/sanity,TypeScript,6231,545,141,210062,0,0,1,0,1,0,3472,0,Production Ready,71,"Add unit/integration tests, Add Docker support"
zernio-dev,latewiz,zernio-dev/latewiz,https://github.com/zernio-dev/latewiz,TypeScript,59,33,0,1242,1,0,1,1,1,0,174,0,Intermediate,58,Add unit/integration tests
gflohr,e-invoice-eu,gflohr/e-invoice-eu,https://github.com/gflohr/e-invoice-eu,TypeScript,202,27,25,27556,1,1,1,0,1,0,639,0,Beginner,51,"Add unit/integration tests, Add Docker support"
dreamshotrocks,cypress-lens,dreamshotrocks/cypress-lens,https://github.com/dreamshotrocks/cypress-lens,TypeScript,15,3,0,21603,1,0,1,0,0,1,1059,0,Beginner,37,"Set up CI/CD workflows, Add Docker support"
esengine,estella,esengine/estella,https://github.com/esengine/estella,TypeScript,310,44,0,77587,0,1,1,0,1,1,179,0,Intermediate,69,Add Docker support
zernio-dev,zernio-node,zernio-dev/zernio-node,https://github.com/zernio-dev/zernio-node,TypeScript,34,7,1,3469,1,0,1,0,1,1,188,0,Intermediate,57,Add Docker support
anomalyco,opencode,anomalyco/opencode,https://github.com/anomalyco/opencode,TypeScript,188919,23855,4828,425397,0,0,1,0,1,0,448,0,Production Ready,94,"Add unit/integration tests, Add Docker support"
mhzrerfani,website,mhzrerfani/website,https://github.com/mhzrerfani/website,TypeScript,12,8,0,3614,1,0,1,0,0,0,639,0,Beginner,24,"Add unit/integration tests, Set up CI/CD workflows, Add Docker support"
MetaMask,eth-phishing-detect,MetaMask/eth-phishing-detect,https://github.com/MetaMask/eth-phishing-detect,TypeScript,1308,1091,11,42534695,0,1,1,0,1,1,3276,0,Production Ready,84,Add Docker support
solana-foundation,solana-developer-platform,solana-foundation/solana-developer-platform,https://github.com/solana-foundation/solana-developer-platform,TypeScript,43,16,22,27330,1,0,1,1,1,0,176,0,Intermediate,55,Add unit/integration tests
CitizenLabDotCo,citizenlab,CitizenLabDotCo/citizenlab,https://github.com/CitizenLabDotCo/citizenlab,TypeScript,235,38,82,1854948,0,0,1,1,1,0,1945,0,Production Ready,62,Add unit/integration tests
xlnfinance,xln,xlnfinance/xln,https://github.com/xlnfinance/xln,TypeScript,102,22,4,724790,0,1,1,0,1,1,3121,0,Intermediate,63,Add Docker support
cline,cline,cline/cline,https://github.com/cline/cline,TypeScript,64967,6974,1127,420877,1,0,1,0,1,1,747,0,Production Ready,100,Add Docker support
tutti-os,tutti,tutti-os/tutti,https://github.com/tutti-os/tutti,TypeScript,2641,301,131,208207,0,0,1,0,1,0,41,0,Production Ready,66,"Add unit/integration tests, Add Docker support"
podman-desktop,podman-desktop,podman-desktop/podman-desktop,https://github.com/podman-desktop/podman-desktop,TypeScript,7844,531,860,2748151,1,1,1,0,1,1,1602,0,Production Ready,86,Add Docker support
JSONbored,loopover,JSONbored/loopover,https://github.com/JSONbored/loopover,TypeScript,18,85,74,48186,0,0,1,1,1,1,61,0,Intermediate,73,Great job! Keep it up.
revolist,vue-datagrid,revolist/vue-datagrid,https://github.com/revolist/vue-datagrid,TypeScript,211,25,0,2608,0,0,1,0,1,0,2098,0,Beginner,51,"Add unit/integration tests, Add Docker support"
get-chat,web-app,get-chat/web-app,https://github.com/get-chat/web-app,TypeScript,15,11,2,10433,0,0,1,0,1,1,1939,0,Intermediate,56,Add Docker support
XKNX,knx-frontend,XKNX/knx-frontend,https://github.com/XKNX/knx-frontend,TypeScript,67,20,13,3218,0,0,1,0,1,1,1560,0,Intermediate,62,Add Docker support
iTwin,viewer,iTwin/viewer,https://github.com/iTwin/viewer,TypeScript,36,18,23,23092,0,0,1,0,1,0,1949,0,Beginner,45,"Add unit/integration tests, Add Docker support"
mdelobelle,fileclass,mdelobelle/fileclass,https://github.com/mdelobelle/fileclass,TypeScript,11,0,4,851,1,1,1,0,1,1,8,0,Intermediate,46,Add Docker support
autonomouslogic,eve-ref,autonomouslogic/eve-ref,https://github.com/autonomouslogic/eve-ref,TypeScript,29,2,233,10733,0,0,1,0,1,1,1255,0,Intermediate,53,Add Docker support
Crossmint,crossmint-sdk,Crossmint/crossmint-sdk,https://github.com/Crossmint/crossmint-sdk,TypeScript,50,35,73,38160,1,0,1,0,1,0,1709,0,Beginner,48,"Add unit/integration tests, Add Docker support"
lightdash,lightdash,lightdash/lightdash,https://github.com/lightdash/lightdash,TypeScript,5980,746,1590,449516,0,0,1,1,1,0,1952,0,Production Ready,82,Add unit/integration tests
morapelker,hive,morapelker/hive,https://github.com/morapelker/hive,TypeScript,455,55,4,52467,0,1,1,1,1,1,169,0,Intermediate,81,Great job! Keep it up.
Maintainerr,Maintainerr,Maintainerr/Maintainerr,https://github.com/Maintainerr/Maintainerr,TypeScript,2124,105,9,23961,1,0,1,1,1,0,1653,0,Intermediate,72,Add unit/integration tests
studiometa,js-toolkit,studiometa/js-toolkit,https://github.com/studiometa/js-toolkit,TypeScript,35,5,8,23058,0,0,1,0,1,0,2347,0,Beginner,41,"Add unit/integration tests, Add Docker support"
llm-exe,llm-exe,llm-exe/llm-exe,https://github.com/llm-exe/llm-exe,TypeScript,133,8,17,5135,1,0,1,0,1,1,1151,0,Intermediate,61,Add Docker support
Playgama,bridge,Playgama/bridge,https://github.com/Playgama/bridge,TypeScript,45,7,3,4000,0,0,1,0,1,1,659,0,Intermediate,57,Add Docker support
web-infra-dev,rstest,web-infra-dev/rstest,https://github.com/web-infra-dev/rstest,TypeScript,476,32,55,11766,0,0,1,0,1,0,619,0,Beginner,54,"Add unit/integration tests, Add Docker support"
Wing900,PlotKityCat,Wing900/PlotKityCat,https://github.com/Wing900/PlotKityCat,TypeScript,49,8,2,28353,0,0,1,0,1,0,69,0,Beginner,43,"Add unit/integration tests, Add Docker support"
DarkFlorist,TheInterceptor,DarkFlorist/TheInterceptor,https://github.com/DarkFlorist/TheInterceptor,TypeScript,172,20,85,10283,1,0,1,1,1,1,1326,0,Intermediate,74,Great job! Keep it up.
gvray,gvray-react,gvray/gvray-react,https://github.com/gvray/gvray-react,TypeScript,24,4,31,33825,1,0,1,1,0,0,886,0,Beginner,34,"Add unit/integration tests, Set up CI/CD workflows"
joist-framework,joist,joist-framework/joist,https://github.com/joist-framework/joist,TypeScript,135,7,7,12216,1,0,1,0,1,0,2452,0,Beginner,45,"Add unit/integration tests, Add Docker support"
yiming-liao,intor,yiming-liao/intor,https://github.com/yiming-liao/intor,TypeScript,211,0,1,2654,1,0,1,0,1,0,432,0,Beginner,39,"Add unit/integration tests, Add Docker support"
freemocap,freemocap,freemocap/freemocap,https://github.com/freemocap/freemocap,TypeScript,9671,889,161,291560,0,1,1,0,1,0,1927,0,Production Ready,74,"Add unit/integration tests, Add Docker support"
bennycode,trading-signals,bennycode/trading-signals,https://github.com/bennycode/trading-signals,TypeScript,970,137,29,12407,0,1,1,0,1,0,2247,0,Production Ready,61,"Add unit/integration tests, Add Docker support"
lucavb,homebridge-http-motion-sensor,lucavb/homebridge-http-motion-sensor,https://github.com/lucavb/homebridge-http-motion-sensor,TypeScript,19,4,12,1232,1,0,1,0,1,1,3422,0,Intermediate,53,Add Docker support
emdash-cms,emdash,emdash-cms/emdash,https://github.com/emdash-cms/emdash,TypeScript,11372,1061,198,58354,0,0,1,1,1,0,113,0,Production Ready,85,Add unit/integration tests
microsoft,opensource.microsoft.com,microsoft/opensource.microsoft.com,https://github.com/microsoft/opensource.microsoft.com,TypeScript,1145,567,5,8355,0,0,1,1,1,1,2310,0,Intermediate,91,Great job! Keep it up.
different-ai,openwork,different-ai/openwork,https://github.com/different-ai/openwork,TypeScript,17038,1771,352,275371,1,0,1,0,1,0,190,0,Production Ready,78,"Add unit/integration tests, Add Docker support"
ChromeDevTools,devtools-frontend,ChromeDevTools/devtools-frontend,https://github.com/ChromeDevTools/devtools-frontend,TypeScript,3987,698,124,1524060,0,1,1,0,1,1,4164,0,Production Ready,85,Add Docker support
ag-grid,ag-charts,ag-grid/ag-charts,https://github.com/ag-grid/ag-charts,TypeScript,474,43,36,2798188,0,1,1,0,1,1,1119,0,Production Ready,70,Add Docker support
stormsia,proxy-list,stormsia/proxy-list,https://github.com/stormsia/proxy-list,TypeScript,32,4,0,369776,1,1,1,0,1,0,236,0,Beginner,40,"Add unit/integration tests, Add Docker support"
malloydata,malloyyo,malloydata/malloyyo,https://github.com/malloydata/malloyyo,TypeScript,22,7,5,2633,1,0,1,1,1,1,63,0,Intermediate,65,Great job! Keep it up.
workos,cli,workos/cli,https://github.com/workos/cli,TypeScript,57,10,15,9715,0,0,1,0,1,1,190,0,Intermediate,59,Add Docker support
desplega-ai,agent-swarm,desplega-ai/agent-swarm,https://github.com/desplega-ai/agent-swarm,TypeScript,637,75,2,164472,1,0,1,1,1,0,215,0,Intermediate,68,Add unit/integration tests
cropflre,nowen-note,cropflre/nowen-note,https://github.com/cropflre/nowen-note,TypeScript,368,62,51,26395,1,0,1,1,1,1,161,0,Intermediate,80,Great job! Keep it up.
hoaxnerd,burnless,hoaxnerd/burnless,https://github.com/hoaxnerd/burnless,TypeScript,16,0,1,6967,1,0,1,1,1,0,39,0,Intermediate,42,Add unit/integration tests
iterate,iterate,iterate/iterate,https://github.com/iterate/iterate,TypeScript,198,18,9,82880,0,0,1,0,1,0,311,0,Beginner,49,"Add unit/integration tests, Add Docker support"
mamba-org,setup-micromamba,mamba-org/setup-micromamba,https://github.com/mamba-org/setup-micromamba,TypeScript,124,22,18,9878,1,0,1,0,1,1,1270,0,Intermediate,64,Add Docker support
UmbraMalik,poe2-act-companion-overlay,UmbraMalik/poe2-act-companion-overlay,https://github.com/UmbraMalik/poe2-act-companion-overlay,TypeScript,11,0,0,28124,1,1,1,0,1,1,69,0,Intermediate,46,Add Docker support
QuilibriumNetwork,quorum-mobile,QuilibriumNetwork/quorum-mobile,https://github.com/QuilibriumNetwork/quorum-mobile,TypeScript,43,13,18,97554,1,0,1,0,0,1,203,0,Beginner,44,"Set up CI/CD workflows, Add Docker support"
kirill-markin,expense-budget-tracker,kirill-markin/expense-budget-tracker,https://github.com/kirill-markin/expense-budget-tracker,TypeScript,14,3,0,4525,1,0,1,0,1,0,152,0,Beginner,37,"Add unit/integration tests, Add Docker support"
horang-labs,tessera,horang-labs/tessera,https://github.com/horang-labs/tessera,TypeScript,277,28,14,20863,0,0,1,1,1,1,85,0,Intermediate,77,Great job! Keep it up.
nexu-io,open-design,nexu-io/open-design,https://github.com/nexu-io/open-design,TypeScript,80930,9351,648,1718009,1,0,1,0,1,0,86,0,Production Ready,88,"Add unit/integration tests, Add Docker support"
RedHatProductSecurity,osim,RedHatProductSecurity/osim,https://github.com/RedHatProductSecurity/osim,TypeScript,14,10,7,10129,0,0,1,1,1,1,1245,0,Intermediate,65,Great job! Keep it up.
SatyamPandey-07,WorkSphere,SatyamPandey-07/WorkSphere,https://github.com/SatyamPandey-07/WorkSphere,TypeScript,15,61,163,12766,1,0,1,0,1,1,214,0,Intermediate,62,Add Docker support
DavidHDev,canvas-ui,DavidHDev/canvas-ui,https://github.com/DavidHDev/canvas-ui,TypeScript,413,10,0,12899,0,0,1,0,1,0,7,0,Beginner,49,"Add unit/integration tests, Add Docker support"
nisshchayarathi,gitverse-nextjs,nisshchayarathi/gitverse-nextjs,https://github.com/nisshchayarathi/gitverse-nextjs,TypeScript,87,249,776,5201,1,0,1,1,1,1,205,0,Intermediate,81,Great job! Keep it up.
input-output-hk,lace,input-output-hk/lace,https://github.com/input-output-hk/lace,TypeScript,50,26,26,123793,0,0,1,0,1,0,1154,0,Beginner,47,"Add unit/integration tests, Add Docker support"
freeCodeCamp,freeCodeCamp,freeCodeCamp/freeCodeCamp,https://github.com/freeCodeCamp/freeCodeCamp,TypeScript,452527,45635,234,578573,0,0,1,0,1,0,4228,0,Production Ready,98,"Add unit/integration tests, Add Docker support"
cybersemics,em,cybersemics/em,https://github.com/cybersemics/em,TypeScript,354,141,701,69083,1,0,1,0,1,1,2907,0,Production Ready,73,Add Docker support
samvera,node-iiif,samvera/node-iiif,https://github.com/samvera/node-iiif,TypeScript,33,8,3,28281,1,0,1,1,1,1,2784,0,Intermediate,67,Great job! Keep it up.
harness,developer-hub,harness/developer-hub,https://github.com/harness/developer-hub,TypeScript,82,219,137,3855509,1,0,1,1,1,0,1428,0,Production Ready,66,Add unit/integration tests
4evy,nixcord,4evy/nixcord,https://github.com/4evy/nixcord,TypeScript,328,38,1,2980,0,1,1,0,1,0,761,0,Beginner,53,"Add unit/integration tests, Add Docker support"
dodopayments,dualmark,dodopayments/dualmark,https://github.com/dodopayments/dualmark,TypeScript,97,27,20,4916,1,0,1,0,1,1,79,0,Intermediate,64,Add Docker support
binaricat,Netcatty,binaricat/Netcatty,https://github.com/binaricat/Netcatty,TypeScript,3924,356,77,141534,0,0,1,0,1,0,228,0,Production Ready,68,"Add unit/integration tests, Add Docker support"
thedaviddias,llms-txt-hub,thedaviddias/llms-txt-hub,https://github.com/thedaviddias/llms-txt-hub,TypeScript,878,564,124,48059,0,0,1,0,1,0,517,0,Production Ready,66,"Add unit/integration tests, Add Docker support"
Budibase,budibase,Budibase/budibase,https://github.com/Budibase/budibase,TypeScript,28142,2183,265,774009,1,1,1,0,1,0,2603,0,Production Ready,80,"Add unit/integration tests, Add Docker support"
evepupil,NextDevTpl,evepupil/NextDevTpl,https://github.com/evepupil/NextDevTpl,TypeScript,62,8,0,1473,1,0,1,1,0,1,181,0,Intermediate,54,Set up CI/CD workflows
n8n-io,n8n,n8n-io/n8n,https://github.com/n8n-io/n8n,TypeScript,197630,59562,1379,536090,0,1,1,0,1,0,2588,0,Production Ready,97,"Add unit/integration tests, Add Docker support"
RocketChat,Rocket.Chat,RocketChat/Rocket.Chat,https://github.com/RocketChat/Rocket.Chat,TypeScript,45852,13740,3896,2072902,1,1,1,0,1,0,4083,0,Production Ready,88,"Add unit/integration tests, Add Docker support"
MetaMask,metamask-mobile,MetaMask/metamask-mobile,https://github.com/MetaMask/metamask-mobile,TypeScript,3003,1628,1870,2073380,0,1,1,0,1,1,2927,0,Production Ready,88,Add Docker support
anza-xyz,kit-plugins,anza-xyz/kit-plugins,https://github.com/anza-xyz/kit-plugins,TypeScript,18,8,8,2748,1,0,1,0,1,0,218,0,Beginner,40,"Add unit/integration tests, Add Docker support"
tdavidson,reporting,tdavidson/reporting,https://github.com/tdavidson/reporting,TypeScript,41,14,13,14855,0,0,1,0,1,1,145,0,Intermediate,59,Add Docker support
Techiebutler,freeframe,Techiebutler/freeframe,https://github.com/Techiebutler/freeframe,TypeScript,133,36,18,6918,0,0,1,0,1,1,126,0,Intermediate,66,Add Docker support
heygen-com,hyperframes,heygen-com/hyperframes,https://github.com/heygen-com/hyperframes,TypeScript,37095,3498,252,362561,1,0,1,0,1,0,135,0,Production Ready,82,"Add unit/integration tests, Add Docker support"
twentyhq,twenty,twentyhq/twenty,https://github.com/twentyhq/twenty,TypeScript,53518,8145,109,1454250,0,0,1,0,1,0,1330,0,Production Ready,86,"Add unit/integration tests, Add Docker support"
aipoch,open-science,aipoch/open-science,https://github.com/aipoch/open-science,TypeScript,448,79,19,7872,1,0,1,0,1,1,20,0,Intermediate,72,Add Docker support
seerr-team,seerr,seerr-team/seerr,https://github.com/seerr-team/seerr,TypeScript,11960,930,348,58062,0,1,1,1,1,0,1597,0,Production Ready,84,Add unit/integration tests
Norbiros,nuxt-open-fetch,Norbiros/nuxt-open-fetch,https://github.com/Norbiros/nuxt-open-fetch,TypeScript,249,25,11,5285,1,0,1,0,1,0,1038,0,Beginner,51,"Add unit/integration tests, Add Docker support"
commet-labs,commet,commet-labs/commet,https://github.com/commet-labs/commet,TypeScript,34,0,0,3864,1,0,1,0,1,0,305,0,Beginner,34,"Add unit/integration tests, Add Docker support"
pluralsh,console,pluralsh/console,https://github.com/pluralsh/console,TypeScript,26,11,26,360965,1,1,1,1,1,1,2138,0,Intermediate,67,Great job! Keep it up.
sanity-io,plugins,sanity-io/plugins,https://github.com/sanity-io/plugins,TypeScript,17,11,289,133115,0,0,1,0,1,1,245,0,Intermediate,56,Add Docker support
RooCodeInc,Roomote,RooCodeInc/Roomote,https://github.com/RooCodeInc/Roomote,TypeScript,68,11,29,15441,0,0,1,1,1,0,16,0,Intermediate,55,Add unit/integration tests
momentum-design,momentum-design,momentum-design/momentum-design,https://github.com/momentum-design/momentum-design,TypeScript,39,62,10,3251823,1,1,1,0,1,0,1374,0,Beginner,49,"Add unit/integration tests, Add Docker support"
